"time","year","month","day"
1971-09-17,1971,"September",17
1971-09-24,1971,"September",24
1971-10-01,1971,"October",1
1971-10-08,1971,"October",8
1971-10-15,1971,"October",15
1971-10-22,1971,"October",22
1971-10-29,1971,"October",29
1971-11-01,1971,"November",5
1971-11-12,1971,"November",12
1971-11-19,1971,"November",19
1971-11-26,1971,"November",26
1971-12-01,1971,"December",3
1971-12-10,1971,"December",10
1971-12-17,1971,"December",17
1971-12-24,1971,"December",24
1971-12-31,1971,"December",31
1972-01-01,1972,"January",7
1972-01-14,1972,"January",14
1972-01-21,1972,"January",21
1972-01-28,1972,"January",28
1972-02-01,1972,"February",4
1972-02-11,1972,"February",11
1972-02-18,1972,"February",18
1972-02-25,1972,"February",25
1972-03-01,1972,"March",3
1972-03-10,1972,"March",10
1972-03-17,1972,"March",17
1972-03-24,1972,"March",24
1972-03-31,1972,"March",31
1972-04-01,1972,"April",7
1972-04-14,1972,"April",14
1972-04-21,1972,"April",21
1972-04-28,1972,"April",28
1972-05-01,1972,"May",5
1972-05-12,1972,"May",12
1972-05-19,1972,"May",19
1972-05-26,1972,"May",26
1972-06-01,1972,"June",2
1972-06-09,1972,"June",9
1972-06-16,1972,"June",16
1972-06-23,1972,"June",23
1972-06-30,1972,"June",30
1972-07-01,1972,"July",7
1972-07-14,1972,"July",14
1972-07-21,1972,"July",21
1972-07-28,1972,"July",28
1972-08-01,1972,"August",4
1972-08-11,1972,"August",11
1972-08-18,1972,"August",18
1972-08-25,1972,"August",25
1972-09-01,1972,"September",1
1972-09-08,1972,"September",8
1972-09-15,1972,"September",15
1972-09-22,1972,"September",22
1972-09-29,1972,"September",29
1972-10-01,1972,"October",6
1972-10-13,1972,"October",13
1972-10-20,1972,"October",20
1972-10-27,1972,"October",27
1972-11-01,1972,"November",3
1972-11-10,1972,"November",10
1972-11-17,1972,"November",17
1972-11-24,1972,"November",24
1972-12-01,1972,"December",1
1972-12-08,1972,"December",8
1972-12-15,1972,"December",15
1972-12-22,1972,"December",22
1972-12-29,1972,"December",29
1973-01-01,1973,"January",5
1973-01-12,1973,"January",12
1973-01-19,1973,"January",19
1973-01-26,1973,"January",26
1973-02-01,1973,"February",2
1973-02-09,1973,"February",9
1973-02-16,1973,"February",16
1973-02-23,1973,"February",23
1973-03-01,1973,"March",2
1973-03-09,1973,"March",9
1973-03-16,1973,"March",16
1973-03-23,1973,"March",23
1973-03-30,1973,"March",30
1973-04-01,1973,"April",6
1973-04-13,1973,"April",13
1973-04-20,1973,"April",20
1973-04-27,1973,"April",27
1973-05-01,1973,"May",4
1973-05-11,1973,"May",11
1973-05-18,1973,"May",18
1973-05-25,1973,"May",25
1973-06-01,1973,"June",1
1973-06-08,1973,"June",8
1973-06-15,1973,"June",15
1973-06-22,1973,"June",22
1973-06-29,1973,"June",29
1973-07-01,1973,"July",6
1973-07-13,1973,"July",13
1973-07-20,1973,"July",20
1973-07-27,1973,"July",27
1973-08-01,1973,"August",3
1973-08-10,1973,"August",10
1973-08-17,1973,"August",17
1973-08-24,1973,"August",24
1973-08-31,1973,"August",31
1973-09-01,1973,"September",7
1973-09-14,1973,"September",14
1973-09-21,1973,"September",21
1973-09-28,1973,"September",28
1973-10-01,1973,"October",5
1973-10-12,1973,"October",12
1973-10-19,1973,"October",19
1973-10-26,1973,"October",26
1973-11-01,1973,"November",2
1973-11-09,1973,"November",9
1973-11-16,1973,"November",16
1973-11-23,1973,"November",23
1973-11-30,1973,"November",30
1973-12-01,1973,"December",7
1973-12-14,1973,"December",14
1973-12-21,1973,"December",21
1973-12-28,1973,"December",28
1974-01-01,1974,"January",4
1974-01-11,1974,"January",11
1974-01-18,1974,"January",18
1974-01-25,1974,"January",25
1974-02-01,1974,"February",1
1974-02-08,1974,"February",8
1974-02-15,1974,"February",15
1974-02-22,1974,"February",22
1974-03-01,1974,"March",1
1974-03-08,1974,"March",8
1974-03-15,1974,"March",15
1974-03-22,1974,"March",22
1974-03-29,1974,"March",29
1974-04-01,1974,"April",5
1974-04-12,1974,"April",12
1974-04-19,1974,"April",19
1974-04-26,1974,"April",26
1974-05-01,1974,"May",3
1974-05-10,1974,"May",10
1974-05-17,1974,"May",17
1974-05-24,1974,"May",24
1974-05-31,1974,"May",31
1974-06-01,1974,"June",7
1974-06-14,1974,"June",14
1974-06-21,1974,"June",21
1974-06-28,1974,"June",28
1974-07-01,1974,"July",5
1974-07-12,1974,"July",12
1974-07-19,1974,"July",19
1974-07-26,1974,"July",26
1974-08-01,1974,"August",2
1974-08-09,1974,"August",9
1974-08-16,1974,"August",16
1974-08-23,1974,"August",23
1974-08-30,1974,"August",30
1974-09-01,1974,"September",6
1974-09-13,1974,"September",13
1974-09-20,1974,"September",20
1974-09-27,1974,"September",27
1974-10-01,1974,"October",4
1974-10-11,1974,"October",11
1974-10-18,1974,"October",18
1974-10-25,1974,"October",25
1974-11-01,1974,"November",1
1974-11-08,1974,"November",8
1974-11-15,1974,"November",15
1974-11-22,1974,"November",22
1974-11-29,1974,"November",29
1974-12-01,1974,"December",6
1974-12-13,1974,"December",13
1974-12-20,1974,"December",20
1974-12-27,1974,"December",27
1975-01-01,1975,"January",3
1975-01-10,1975,"January",10
1975-01-17,1975,"January",17
1975-01-24,1975,"January",24
1975-01-31,1975,"January",31
1975-02-01,1975,"February",7
1975-02-14,1975,"February",14
1975-02-21,1975,"February",21
1975-02-28,1975,"February",28
1975-03-01,1975,"March",7
1975-03-14,1975,"March",14
1975-03-21,1975,"March",21
1975-03-28,1975,"March",28
1975-04-01,1975,"April",4
1975-04-11,1975,"April",11
1975-04-18,1975,"April",18
1975-04-25,1975,"April",25
1975-05-01,1975,"May",2
1975-05-09,1975,"May",9
1975-05-16,1975,"May",16
1975-05-23,1975,"May",23
1975-05-30,1975,"May",30
1975-06-01,1975,"June",6
1975-06-13,1975,"June",13
1975-06-20,1975,"June",20
1975-06-27,1975,"June",27
1975-07-01,1975,"July",4
1975-07-11,1975,"July",11
1975-07-18,1975,"July",18
1975-07-25,1975,"July",25
1975-08-01,1975,"August",1
1975-08-08,1975,"August",8
1975-08-15,1975,"August",15
1975-08-22,1975,"August",22
1975-08-29,1975,"August",29
1975-09-01,1975,"September",5
1975-09-12,1975,"September",12
1975-09-19,1975,"September",19
1975-09-26,1975,"September",26
1975-10-01,1975,"October",3
1975-10-10,1975,"October",10
1975-10-17,1975,"October",17
1975-10-24,1975,"October",24
1975-10-31,1975,"October",31
1975-11-01,1975,"November",7
1975-11-14,1975,"November",14
1975-11-21,1975,"November",21
1975-11-28,1975,"November",28
1975-12-01,1975,"December",5
1975-12-12,1975,"December",12
1975-12-19,1975,"December",19
1975-12-26,1975,"December",26
1976-01-01,1976,"January",2
1976-01-09,1976,"January",9
1976-01-16,1976,"January",16
1976-01-23,1976,"January",23
1976-01-30,1976,"January",30
1976-02-01,1976,"February",6
1976-02-13,1976,"February",13
1976-02-20,1976,"February",20
1976-02-27,1976,"February",27
1976-03-01,1976,"March",5
1976-03-12,1976,"March",12
1976-03-19,1976,"March",19
1976-03-26,1976,"March",26
1976-04-01,1976,"April",2
1976-04-09,1976,"April",9
1976-04-16,1976,"April",16
1976-04-23,1976,"April",23
1976-04-30,1976,"April",30
1976-05-01,1976,"May",7
1976-05-14,1976,"May",14
1976-05-21,1976,"May",21
1976-05-28,1976,"May",28
1976-06-01,1976,"June",4
1976-06-11,1976,"June",11
1976-06-18,1976,"June",18
1976-06-25,1976,"June",25
1976-07-01,1976,"July",2
1976-07-09,1976,"July",9
1976-07-16,1976,"July",16
1976-07-23,1976,"July",23
1976-07-30,1976,"July",30
1976-08-01,1976,"August",6
1976-08-13,1976,"August",13
1976-08-20,1976,"August",20
1976-08-27,1976,"August",27
1976-09-01,1976,"September",3
1976-09-10,1976,"September",10
1976-09-17,1976,"September",17
1976-09-24,1976,"September",24
1976-10-01,1976,"October",1
1976-10-08,1976,"October",8
1976-10-15,1976,"October",15
1976-10-22,1976,"October",22
1976-10-29,1976,"October",29
1976-11-01,1976,"November",5
1976-11-12,1976,"November",12
1976-11-19,1976,"November",19
1976-11-26,1976,"November",26
1976-12-01,1976,"December",3
1976-12-10,1976,"December",10
1976-12-17,1976,"December",17
1976-12-24,1976,"December",24
1976-12-31,1976,"December",31
1977-01-01,1977,"January",7
1977-01-14,1977,"January",14
1977-01-21,1977,"January",21
1977-01-28,1977,"January",28
1977-02-01,1977,"February",4
1977-02-11,1977,"February",11
1977-02-18,1977,"February",18
1977-02-25,1977,"February",25
1977-03-01,1977,"March",4
1977-03-11,1977,"March",11
1977-03-18,1977,"March",18
1977-03-25,1977,"March",25
1977-04-01,1977,"April",1
1977-04-08,1977,"April",8
1977-04-15,1977,"April",15
1977-04-22,1977,"April",22
1977-04-29,1977,"April",29
1977-05-01,1977,"May",6
1977-05-13,1977,"May",13
1977-05-20,1977,"May",20
1977-05-27,1977,"May",27
1977-06-01,1977,"June",3
1977-06-10,1977,"June",10
1977-06-17,1977,"June",17
1977-06-24,1977,"June",24
1977-07-01,1977,"July",1
1977-07-08,1977,"July",8
1977-07-15,1977,"July",15
1977-07-22,1977,"July",22
1977-07-29,1977,"July",29
1977-08-01,1977,"August",5
1977-08-12,1977,"August",12
1977-08-19,1977,"August",19
1977-08-26,1977,"August",26
1977-09-01,1977,"September",2
1977-09-09,1977,"September",9
1977-09-16,1977,"September",16
1977-09-23,1977,"September",23
1977-09-30,1977,"September",30
1977-10-01,1977,"October",7
1977-10-14,1977,"October",14
1977-10-21,1977,"October",21
1977-10-28,1977,"October",28
1977-11-01,1977,"November",4
1977-11-11,1977,"November",11
1977-11-18,1977,"November",18
1977-11-25,1977,"November",25
1977-12-01,1977,"December",2
1977-12-09,1977,"December",9
1977-12-16,1977,"December",16
1977-12-23,1977,"December",23
1977-12-30,1977,"December",30
1978-01-01,1978,"January",6
1978-01-13,1978,"January",13
1978-01-20,1978,"January",20
1978-01-27,1978,"January",27
1978-02-01,1978,"February",3
1978-02-10,1978,"February",10
1978-02-17,1978,"February",17
1978-02-24,1978,"February",24
1978-03-01,1978,"March",3
1978-03-10,1978,"March",10
1978-03-17,1978,"March",17
1978-03-24,1978,"March",24
1978-03-31,1978,"March",31
1978-04-01,1978,"April",7
1978-04-14,1978,"April",14
1978-04-21,1978,"April",21
1978-04-28,1978,"April",28
1978-05-01,1978,"May",5
1978-05-12,1978,"May",12
1978-05-19,1978,"May",19
1978-05-26,1978,"May",26
1978-06-01,1978,"June",2
1978-06-09,1978,"June",9
1978-06-16,1978,"June",16
1978-06-23,1978,"June",23
1978-06-30,1978,"June",30
1978-07-01,1978,"July",7
1978-07-14,1978,"July",14
1978-07-21,1978,"July",21
1978-07-28,1978,"July",28
1978-08-01,1978,"August",4
1978-08-11,1978,"August",11
1978-08-18,1978,"August",18
1978-08-25,1978,"August",25
1978-09-01,1978,"September",1
1978-09-08,1978,"September",8
1978-09-15,1978,"September",15
1978-09-22,1978,"September",22
1978-09-29,1978,"September",29
1978-10-01,1978,"October",6
1978-10-13,1978,"October",13
1978-10-20,1978,"October",20
1978-10-27,1978,"October",27
1978-11-01,1978,"November",3
1978-11-10,1978,"November",10
1978-11-17,1978,"November",17
1978-11-24,1978,"November",24
1978-12-01,1978,"December",1
1978-12-08,1978,"December",8
1978-12-15,1978,"December",15
1978-12-22,1978,"December",22
1978-12-29,1978,"December",29
1979-01-01,1979,"January",5
1979-01-12,1979,"January",12
1979-01-19,1979,"January",19
1979-01-26,1979,"January",26
1979-02-01,1979,"February",2
1979-02-09,1979,"February",9
1979-02-16,1979,"February",16
1979-02-23,1979,"February",23
1979-03-01,1979,"March",2
1979-03-09,1979,"March",9
1979-03-16,1979,"March",16
1979-03-23,1979,"March",23
1979-03-30,1979,"March",30
1979-04-01,1979,"April",6
1979-04-13,1979,"April",13
1979-04-20,1979,"April",20
1979-04-27,1979,"April",27
1979-05-01,1979,"May",4
1979-05-11,1979,"May",11
1979-05-18,1979,"May",18
1979-05-25,1979,"May",25
1979-06-01,1979,"June",1
1979-06-08,1979,"June",8
1979-06-15,1979,"June",15
1979-06-22,1979,"June",22
1979-06-29,1979,"June",29
1979-07-01,1979,"July",6
1979-07-13,1979,"July",13
1979-07-20,1979,"July",20
1979-07-27,1979,"July",27
1979-08-01,1979,"August",3
1979-08-10,1979,"August",10
1979-08-17,1979,"August",17
1979-08-24,1979,"August",24
1979-08-31,1979,"August",31
1979-09-01,1979,"September",7
1979-09-14,1979,"September",14
1979-09-21,1979,"September",21
1979-09-28,1979,"September",28
1979-10-01,1979,"October",5
1979-10-12,1979,"October",12
1979-10-19,1979,"October",19
1979-10-26,1979,"October",26
1979-11-01,1979,"November",2
1979-11-09,1979,"November",9
1979-11-16,1979,"November",16
1979-11-23,1979,"November",23
1979-11-30,1979,"November",30
1979-12-01,1979,"December",7
1979-12-14,1979,"December",14
1979-12-21,1979,"December",21
1979-12-28,1979,"December",28
1980-01-01,1980,"January",4
1980-01-11,1980,"January",11
1980-01-18,1980,"January",18
1980-01-25,1980,"January",25
1980-02-01,1980,"February",1
1980-02-08,1980,"February",8
1980-02-15,1980,"February",15
1980-02-22,1980,"February",22
1980-02-29,1980,"February",29
1980-03-01,1980,"March",7
1980-03-14,1980,"March",14
1980-03-21,1980,"March",21
1980-03-28,1980,"March",28
1980-04-01,1980,"April",4
1980-04-11,1980,"April",11
1980-04-18,1980,"April",18
1980-04-25,1980,"April",25
1980-05-01,1980,"May",2
1980-05-09,1980,"May",9
1980-05-16,1980,"May",16
1980-05-23,1980,"May",23
1980-05-30,1980,"May",30
1980-06-01,1980,"June",6
1980-06-13,1980,"June",13
1980-06-20,1980,"June",20
1980-06-27,1980,"June",27
1980-07-01,1980,"July",4
1980-07-11,1980,"July",11
1980-07-18,1980,"July",18
1980-07-25,1980,"July",25
1980-08-01,1980,"August",1
1980-08-08,1980,"August",8
1980-08-15,1980,"August",15
1980-08-22,1980,"August",22
1980-08-29,1980,"August",29
1980-09-01,1980,"September",5
1980-09-12,1980,"September",12
1980-09-19,1980,"September",19
1980-09-26,1980,"September",26
1980-10-01,1980,"October",3
1980-10-10,1980,"October",10
1980-10-17,1980,"October",17
1980-10-24,1980,"October",24
1980-10-31,1980,"October",31
1980-11-01,1980,"November",7
1980-11-14,1980,"November",14
1980-11-21,1980,"November",21
1980-11-28,1980,"November",28
1980-12-01,1980,"December",5
1980-12-12,1980,"December",12
1980-12-19,1980,"December",19
1980-12-26,1980,"December",26
1981-01-01,1981,"January",2
1981-01-09,1981,"January",9
1981-01-16,1981,"January",16
1981-01-23,1981,"January",23
1981-01-30,1981,"January",30
1981-02-01,1981,"February",6
1981-02-13,1981,"February",13
1981-02-20,1981,"February",20
1981-02-27,1981,"February",27
1981-03-01,1981,"March",6
1981-03-13,1981,"March",13
1981-03-20,1981,"March",20
1981-03-27,1981,"March",27
1981-04-01,1981,"April",3
1981-04-10,1981,"April",10
1981-04-17,1981,"April",17
1981-04-24,1981,"April",24
1981-05-01,1981,"May",1
1981-05-08,1981,"May",8
1981-05-15,1981,"May",15
1981-05-22,1981,"May",22
1981-05-29,1981,"May",29
1981-06-01,1981,"June",5
1981-06-12,1981,"June",12
1981-06-19,1981,"June",19
1981-06-26,1981,"June",26
1981-07-01,1981,"July",3
1981-07-10,1981,"July",10
1981-07-17,1981,"July",17
1981-07-24,1981,"July",24
1981-07-31,1981,"July",31
1981-08-01,1981,"August",7
1981-08-14,1981,"August",14
1981-08-21,1981,"August",21
1981-08-28,1981,"August",28
1981-09-01,1981,"September",4
1981-09-11,1981,"September",11
1981-09-18,1981,"September",18
1981-09-25,1981,"September",25
1981-10-01,1981,"October",2
1981-10-09,1981,"October",9
1981-10-16,1981,"October",16
1981-10-23,1981,"October",23
1981-10-30,1981,"October",30
1981-11-01,1981,"November",6
1981-11-13,1981,"November",13
1981-11-20,1981,"November",20
1981-11-27,1981,"November",27
1981-12-01,1981,"December",4
1981-12-11,1981,"December",11
1981-12-18,1981,"December",18
1981-12-25,1981,"December",25
1982-01-01,1982,"January",1
1982-01-08,1982,"January",8
1982-01-15,1982,"January",15
1982-01-22,1982,"January",22
1982-01-29,1982,"January",29
1982-02-01,1982,"February",5
1982-02-12,1982,"February",12
1982-02-19,1982,"February",19
1982-02-26,1982,"February",26
1982-03-01,1982,"March",5
1982-03-12,1982,"March",12
1982-03-19,1982,"March",19
1982-03-26,1982,"March",26
1982-04-01,1982,"April",2
1982-04-09,1982,"April",9
1982-04-16,1982,"April",16
1982-04-23,1982,"April",23
1982-04-30,1982,"April",30
1982-05-01,1982,"May",7
1982-05-14,1982,"May",14
1982-05-21,1982,"May",21
1982-05-28,1982,"May",28
1982-06-01,1982,"June",4
1982-06-11,1982,"June",11
1982-06-18,1982,"June",18
1982-06-25,1982,"June",25
1982-07-01,1982,"July",2
1982-07-09,1982,"July",9
1982-07-16,1982,"July",16
1982-07-23,1982,"July",23
1982-07-30,1982,"July",30
1982-08-01,1982,"August",6
1982-08-13,1982,"August",13
1982-08-20,1982,"August",20
1982-08-27,1982,"August",27
1982-09-01,1982,"September",3
1982-09-10,1982,"September",10
1982-09-17,1982,"September",17
1982-09-24,1982,"September",24
1982-10-01,1982,"October",1
1982-10-08,1982,"October",8
1982-10-15,1982,"October",15
1982-10-22,1982,"October",22
1982-10-29,1982,"October",29
1982-11-01,1982,"November",5
1982-11-12,1982,"November",12
1982-11-19,1982,"November",19
1982-11-26,1982,"November",26
1982-12-01,1982,"December",3
1982-12-10,1982,"December",10
1982-12-17,1982,"December",17
1982-12-24,1982,"December",24
1982-12-31,1982,"December",31
1983-01-01,1983,"January",7
1983-01-14,1983,"January",14
1983-01-21,1983,"January",21
1983-01-28,1983,"January",28
1983-02-01,1983,"February",4
1983-02-11,1983,"February",11
1983-02-18,1983,"February",18
1983-02-25,1983,"February",25
1983-03-01,1983,"March",4
1983-03-11,1983,"March",11
1983-03-18,1983,"March",18
1983-03-25,1983,"March",25
1983-04-01,1983,"April",1
1983-04-08,1983,"April",8
1983-04-15,1983,"April",15
1983-04-22,1983,"April",22
1983-04-29,1983,"April",29
1983-05-01,1983,"May",6
1983-05-13,1983,"May",13
1983-05-20,1983,"May",20
1983-05-27,1983,"May",27
1983-06-01,1983,"June",3
1983-06-10,1983,"June",10
1983-06-17,1983,"June",17
1983-06-24,1983,"June",24
1983-07-01,1983,"July",1
1983-07-08,1983,"July",8
1983-07-15,1983,"July",15
1983-07-22,1983,"July",22
1983-07-29,1983,"July",29
1983-08-01,1983,"August",5
1983-08-12,1983,"August",12
1983-08-19,1983,"August",19
1983-08-26,1983,"August",26
1983-09-01,1983,"September",2
1983-09-09,1983,"September",9
1983-09-16,1983,"September",16
1983-09-23,1983,"September",23
1983-09-30,1983,"September",30
1983-10-01,1983,"October",7
1983-10-14,1983,"October",14
1983-10-21,1983,"October",21
1983-10-28,1983,"October",28
1983-11-01,1983,"November",4
1983-11-11,1983,"November",11
1983-11-18,1983,"November",18
1983-11-25,1983,"November",25
1983-12-01,1983,"December",2
1983-12-09,1983,"December",9
1983-12-16,1983,"December",16
1983-12-23,1983,"December",23
1983-12-30,1983,"December",30
1984-01-01,1984,"January",6
1984-01-13,1984,"January",13
1984-01-20,1984,"January",20
1984-01-27,1984,"January",27
1984-02-01,1984,"February",3
1984-02-10,1984,"February",10
1984-02-17,1984,"February",17
1984-02-24,1984,"February",24
1984-03-01,1984,"March",2
1984-03-09,1984,"March",9
1984-03-16,1984,"March",16
1984-03-23,1984,"March",23
1984-03-30,1984,"March",30
1984-04-01,1984,"April",6
1984-04-13,1984,"April",13
1984-04-20,1984,"April",20
1984-04-27,1984,"April",27
1984-05-01,1984,"May",4
1984-05-11,1984,"May",11
1984-05-18,1984,"May",18
1984-05-25,1984,"May",25
1984-06-01,1984,"June",1
1984-06-08,1984,"June",8
1984-06-15,1984,"June",15
1984-06-22,1984,"June",22
1984-06-29,1984,"June",29
1984-07-01,1984,"July",6
1984-07-13,1984,"July",13
1984-07-20,1984,"July",20
1984-07-27,1984,"July",27
1984-08-01,1984,"August",3
1984-08-10,1984,"August",10
1984-08-17,1984,"August",17
1984-08-24,1984,"August",24
1984-08-31,1984,"August",31
1984-09-01,1984,"September",7
1984-09-14,1984,"September",14
1984-09-21,1984,"September",21
1984-09-28,1984,"September",28
1984-10-01,1984,"October",5
1984-10-12,1984,"October",12
1984-10-19,1984,"October",19
1984-10-26,1984,"October",26
1984-11-01,1984,"November",2
1984-11-09,1984,"November",9
1984-11-16,1984,"November",16
1984-11-23,1984,"November",23
1984-11-30,1984,"November",30
1984-12-01,1984,"December",7
1984-12-14,1984,"December",14
1984-12-21,1984,"December",21
1984-12-28,1984,"December",28
1985-01-01,1985,"January",4
1985-01-11,1985,"January",11
1985-01-18,1985,"January",18
1985-01-25,1985,"January",25
1985-02-01,1985,"February",1
1985-02-08,1985,"February",8
1985-02-15,1985,"February",15
1985-02-22,1985,"February",22
1985-03-01,1985,"March",1
1985-03-08,1985,"March",8
1985-03-15,1985,"March",15
1985-03-22,1985,"March",22
1985-03-29,1985,"March",29
1985-04-01,1985,"April",5
1985-04-12,1985,"April",12
1985-04-19,1985,"April",19
1985-04-26,1985,"April",26
1985-05-01,1985,"May",3
1985-05-10,1985,"May",10
1985-05-17,1985,"May",17
1985-05-24,1985,"May",24
1985-05-31,1985,"May",31
1985-06-01,1985,"June",7
1985-06-14,1985,"June",14
1985-06-21,1985,"June",21
1985-06-28,1985,"June",28
1985-07-01,1985,"July",5
1985-07-12,1985,"July",12
1985-07-19,1985,"July",19
1985-07-26,1985,"July",26
1985-08-01,1985,"August",2
1985-08-09,1985,"August",9
1985-08-16,1985,"August",16
1985-08-23,1985,"August",23
1985-08-30,1985,"August",30
1985-09-01,1985,"September",6
1985-09-13,1985,"September",13
1985-09-20,1985,"September",20
1985-09-27,1985,"September",27
1985-10-01,1985,"October",4
1985-10-11,1985,"October",11
1985-10-18,1985,"October",18
1985-10-25,1985,"October",25
1985-11-01,1985,"November",1
1985-11-08,1985,"November",8
1985-11-15,1985,"November",15
1985-11-22,1985,"November",22
1985-11-29,1985,"November",29
1985-12-01,1985,"December",6
1985-12-13,1985,"December",13
1985-12-20,1985,"December",20
1985-12-27,1985,"December",27
1986-01-01,1986,"January",3
1986-01-10,1986,"January",10
1986-01-17,1986,"January",17
1986-01-24,1986,"January",24
1986-01-31,1986,"January",31
1986-02-01,1986,"February",7
1986-02-14,1986,"February",14
1986-02-21,1986,"February",21
1986-02-28,1986,"February",28
1986-03-01,1986,"March",7
1986-03-14,1986,"March",14
1986-03-21,1986,"March",21
1986-03-28,1986,"March",28
1986-04-01,1986,"April",4
1986-04-11,1986,"April",11
1986-04-18,1986,"April",18
1986-04-25,1986,"April",25
1986-05-01,1986,"May",2
1986-05-09,1986,"May",9
1986-05-16,1986,"May",16
1986-05-23,1986,"May",23
1986-05-30,1986,"May",30
1986-06-01,1986,"June",6
1986-06-13,1986,"June",13
1986-06-20,1986,"June",20
1986-06-27,1986,"June",27
1986-07-01,1986,"July",4
1986-07-11,1986,"July",11
1986-07-18,1986,"July",18
1986-07-25,1986,"July",25
1986-08-01,1986,"August",1
1986-08-08,1986,"August",8
1986-08-15,1986,"August",15
1986-08-22,1986,"August",22
1986-08-29,1986,"August",29
1986-09-01,1986,"September",5
1986-09-12,1986,"September",12
1986-09-19,1986,"September",19
1986-09-26,1986,"September",26
1986-10-01,1986,"October",3
1986-10-10,1986,"October",10
1986-10-17,1986,"October",17
1986-10-24,1986,"October",24
1986-10-31,1986,"October",31
1986-11-01,1986,"November",7
1986-11-14,1986,"November",14
1986-11-21,1986,"November",21
1986-11-28,1986,"November",28
1986-12-01,1986,"December",5
1986-12-12,1986,"December",12
1986-12-19,1986,"December",19
1986-12-26,1986,"December",26
1987-01-01,1987,"January",2
1987-01-09,1987,"January",9
1987-01-16,1987,"January",16
1987-01-23,1987,"January",23
1987-01-30,1987,"January",30
1987-02-01,1987,"February",6
1987-02-13,1987,"February",13
1987-02-20,1987,"February",20
1987-02-27,1987,"February",27
1987-03-01,1987,"March",6
1987-03-13,1987,"March",13
1987-03-20,1987,"March",20
1987-03-27,1987,"March",27
1987-04-01,1987,"April",3
1987-04-10,1987,"April",10
1987-04-17,1987,"April",17
1987-04-24,1987,"April",24
1987-05-01,1987,"May",1
1987-05-08,1987,"May",8
1987-05-15,1987,"May",15
1987-05-22,1987,"May",22
1987-05-29,1987,"May",29
1987-06-01,1987,"June",5
1987-06-12,1987,"June",12
1987-06-19,1987,"June",19
1987-06-26,1987,"June",26
1987-07-01,1987,"July",3
1987-07-10,1987,"July",10
1987-07-17,1987,"July",17
1987-07-24,1987,"July",24
1987-07-31,1987,"July",31
1987-08-01,1987,"August",7
1987-08-14,1987,"August",14
1987-08-21,1987,"August",21
1987-08-28,1987,"August",28
1987-09-01,1987,"September",4
1987-09-11,1987,"September",11
1987-09-18,1987,"September",18
1987-09-25,1987,"September",25
1987-10-01,1987,"October",2
1987-10-09,1987,"October",9
1987-10-16,1987,"October",16
1987-10-23,1987,"October",23
1987-10-30,1987,"October",30
1987-11-01,1987,"November",6
1987-11-13,1987,"November",13
1987-11-20,1987,"November",20
1987-11-27,1987,"November",27
1987-12-01,1987,"December",4
1987-12-11,1987,"December",11
1987-12-18,1987,"December",18
1987-12-25,1987,"December",25
1988-01-01,1988,"January",1
1988-01-08,1988,"January",8
1988-01-15,1988,"January",15
1988-01-22,1988,"January",22
1988-01-29,1988,"January",29
1988-02-01,1988,"February",5
1988-02-12,1988,"February",12
1988-02-19,1988,"February",19
1988-02-26,1988,"February",26
1988-03-01,1988,"March",4
1988-03-11,1988,"March",11
1988-03-18,1988,"March",18
1988-03-25,1988,"March",25
1988-04-01,1988,"April",1
1988-04-08,1988,"April",8
1988-04-15,1988,"April",15
1988-04-22,1988,"April",22
1988-04-29,1988,"April",29
1988-05-01,1988,"May",6
1988-05-13,1988,"May",13
1988-05-20,1988,"May",20
1988-05-27,1988,"May",27
1988-06-01,1988,"June",3
1988-06-10,1988,"June",10
1988-06-17,1988,"June",17
1988-06-24,1988,"June",24
1988-07-01,1988,"July",1
1988-07-08,1988,"July",8
1988-07-15,1988,"July",15
1988-07-22,1988,"July",22
1988-07-29,1988,"July",29
1988-08-01,1988,"August",5
1988-08-12,1988,"August",12
1988-08-19,1988,"August",19
1988-08-26,1988,"August",26
1988-09-01,1988,"September",2
1988-09-09,1988,"September",9
1988-09-16,1988,"September",16
1988-09-23,1988,"September",23
1988-09-30,1988,"September",30
1988-10-01,1988,"October",7
1988-10-14,1988,"October",14
1988-10-21,1988,"October",21
1988-10-28,1988,"October",28
1988-11-01,1988,"November",4
1988-11-11,1988,"November",11
1988-11-18,1988,"November",18
1988-11-25,1988,"November",25
1988-12-01,1988,"December",2
1988-12-09,1988,"December",9
1988-12-16,1988,"December",16
1988-12-23,1988,"December",23
1988-12-30,1988,"December",30
1989-01-01,1989,"January",6
1989-01-13,1989,"January",13
1989-01-20,1989,"January",20
1989-01-27,1989,"January",27
1989-02-01,1989,"February",3
1989-02-10,1989,"February",10
1989-02-17,1989,"February",17
1989-02-24,1989,"February",24
1989-03-01,1989,"March",3
1989-03-10,1989,"March",10
1989-03-17,1989,"March",17
1989-03-24,1989,"March",24
1989-03-31,1989,"March",31
1989-04-01,1989,"April",7
1989-04-14,1989,"April",14
1989-04-21,1989,"April",21
1989-04-28,1989,"April",28
1989-05-01,1989,"May",5
1989-05-12,1989,"May",12
1989-05-19,1989,"May",19
1989-05-26,1989,"May",26
1989-06-01,1989,"June",2
1989-06-09,1989,"June",9
1989-06-16,1989,"June",16
1989-06-23,1989,"June",23
1989-06-30,1989,"June",30
1989-07-01,1989,"July",7
1989-07-14,1989,"July",14
1989-07-21,1989,"July",21
