new_time,year,month,day,time
1986-12-21,1986,December,21,1986-12-21
1986-12-28,1986,December,28,1986-12-28
1987-01-04,1987,January,4,1987-01-01
1987-01-11,1987,January,11,1987-01-11
1987-01-18,1987,January,18,1987-01-18
1987-01-25,1987,January,25,1987-01-25
1987-02-01,1987,February,1,1987-02-01
1987-02-08,1987,February,8,1987-02-08
1987-02-15,1987,February,15,1987-02-15
1987-02-22,1987,February,22,1987-02-22
1987-03-01,1987,March,1,1987-03-01
1987-03-08,1987,March,8,1987-03-08
1987-03-15,1987,March,15,1987-03-15
1987-03-22,1987,March,22,1987-03-22
1987-03-29,1987,March,29,1987-03-29
1987-04-05,1987,April,5,1987-04-01
1987-04-12,1987,April,12,1987-04-12
1987-04-19,1987,April,19,1987-04-19
1987-04-26,1987,April,26,1987-04-26
1987-05-03,1987,May,3,1987-05-01
1987-05-10,1987,May,10,1987-05-10
1987-05-17,1987,May,17,1987-05-17
1987-05-24,1987,May,24,1987-05-24
1987-05-31,1987,May,31,1987-05-31
1987-06-07,1987,June,7,1987-06-01
1987-06-14,1987,June,14,1987-06-14
1987-06-21,1987,June,21,1987-06-21
1987-06-28,1987,June,28,1987-06-28
1987-07-05,1987,July,5,1987-07-01
1987-07-12,1987,July,12,1987-07-12
1987-07-19,1987,July,19,1987-07-19
1987-07-26,1987,July,26,1987-07-26
1987-08-02,1987,August,2,1987-08-01
1987-08-09,1987,August,9,1987-08-09
1987-08-16,1987,August,16,1987-08-16
1987-08-23,1987,August,23,1987-08-23
1987-08-30,1987,August,30,1987-08-30
1987-09-06,1987,September,6,1987-09-01
1987-09-13,1987,September,13,1987-09-13
1987-09-20,1987,September,20,1987-09-20
1987-09-27,1987,September,27,1987-09-27
1987-10-04,1987,October,4,1987-10-01
1987-10-11,1987,October,11,1987-10-11
1987-10-18,1987,October,18,1987-10-18
1987-10-25,1987,October,25,1987-10-25
1987-11-01,1987,November,1,1987-11-01
1987-11-08,1987,November,8,1987-11-08
1987-11-15,1987,November,15,1987-11-15
1987-11-22,1987,November,22,1987-11-22
1987-11-29,1987,November,29,1987-11-29
1987-12-06,1987,December,6,1987-12-01
1987-12-13,1987,December,13,1987-12-13
1987-12-20,1987,December,20,1987-12-20
1987-12-27,1987,December,27,1987-12-27
1988-01-03,1988,January,3,1988-01-01
1988-01-10,1988,January,10,1988-01-10
1988-01-17,1988,January,17,1988-01-17
1988-01-24,1988,January,24,1988-01-24
1988-01-31,1988,January,31,1988-01-31
1988-02-07,1988,February,7,1988-02-01
1988-02-14,1988,February,14,1988-02-14
1988-02-21,1988,February,21,1988-02-21
1988-02-28,1988,February,28,1988-02-28
1988-03-06,1988,March,6,1988-03-01
1988-03-13,1988,March,13,1988-03-13
1988-03-20,1988,March,20,1988-03-20
1988-03-27,1988,March,27,1988-03-27
1988-04-03,1988,April,3,1988-04-01
1988-04-10,1988,April,10,1988-04-10
1988-04-17,1988,April,17,1988-04-17
1988-04-24,1988,April,24,1988-04-24
1988-05-01,1988,May,1,1988-05-01
1988-05-08,1988,May,8,1988-05-08
1988-05-15,1988,May,15,1988-05-15
1988-05-22,1988,May,22,1988-05-22
1988-05-29,1988,May,29,1988-05-29
1988-06-05,1988,June,5,1988-06-01
1988-06-12,1988,June,12,1988-06-12
1988-06-19,1988,June,19,1988-06-19
1988-06-26,1988,June,26,1988-06-26
1988-07-03,1988,July,3,1988-07-01
1988-07-10,1988,July,10,1988-07-10
1988-07-17,1988,July,17,1988-07-17
1988-07-24,1988,July,24,1988-07-24
1988-07-31,1988,July,31,1988-07-31
1988-08-07,1988,August,7,1988-08-01
1988-08-14,1988,August,14,1988-08-14
1988-08-21,1988,August,21,1988-08-21
1988-08-28,1988,August,28,1988-08-28
1988-09-04,1988,September,4,1988-09-01
1988-09-11,1988,September,11,1988-09-11
1988-09-18,1988,September,18,1988-09-18
1988-09-25,1988,September,25,1988-09-25
1988-10-02,1988,October,2,1988-10-01
1988-10-09,1988,October,9,1988-10-09
1988-10-16,1988,October,16,1988-10-16
1988-10-23,1988,October,23,1988-10-23
1988-10-30,1988,October,30,1988-10-30
1988-11-06,1988,November,6,1988-11-01
1988-11-13,1988,November,13,1988-11-13
1988-11-20,1988,November,20,1988-11-20
1988-11-27,1988,November,27,1988-11-27
1988-12-04,1988,December,4,1988-12-01
1988-12-11,1988,December,11,1988-12-11
1988-12-18,1988,December,18,1988-12-18
1988-12-25,1988,December,25,1988-12-25
1989-01-01,1989,January,1,1989-01-01
1989-01-08,1989,January,8,1989-01-08
1989-01-15,1989,January,15,1989-01-15
1989-01-22,1989,January,22,1989-01-22
1989-01-29,1989,January,29,1989-01-29
1989-02-05,1989,February,5,1989-02-01
1989-02-12,1989,February,12,1989-02-12
1989-02-19,1989,February,19,1989-02-19
1989-02-26,1989,February,26,1989-02-26
1989-03-05,1989,March,5,1989-03-01
1989-03-12,1989,March,12,1989-03-12
1989-03-19,1989,March,19,1989-03-19
1989-03-26,1989,March,26,1989-03-26
1989-04-02,1989,April,2,1989-04-01
1989-04-09,1989,April,9,1989-04-09
1989-04-16,1989,April,16,1989-04-16
1989-04-23,1989,April,23,1989-04-23
1989-04-30,1989,April,30,1989-04-30
1989-05-07,1989,May,7,1989-05-01
1989-05-14,1989,May,14,1989-05-14
1989-05-21,1989,May,21,1989-05-21
1989-05-28,1989,May,28,1989-05-28
1989-06-04,1989,June,4,1989-06-01
1989-06-11,1989,June,11,1989-06-11
1989-06-18,1989,June,18,1989-06-18
1989-06-25,1989,June,25,1989-06-25
1989-07-02,1989,July,2,1989-07-01
1989-07-09,1989,July,9,1989-07-09
1989-07-16,1989,July,16,1989-07-16
1989-07-23,1989,July,23,1989-07-23
1989-07-30,1989,July,30,1989-07-30
1989-08-06,1989,August,6,1989-08-01
1989-08-13,1989,August,13,1989-08-13
1989-08-20,1989,August,20,1989-08-20
1989-08-27,1989,August,27,1989-08-27
1989-09-03,1989,September,3,1989-09-01
1989-09-10,1989,September,10,1989-09-10
1989-09-17,1989,September,17,1989-09-17
1989-09-24,1989,September,24,1989-09-24
1989-10-01,1989,October,1,1989-10-01
1989-10-08,1989,October,8,1989-10-08
1989-10-15,1989,October,15,1989-10-15
1989-10-22,1989,October,22,1989-10-22
1989-10-29,1989,October,29,1989-10-29
1989-11-05,1989,November,5,1989-11-01
1989-11-12,1989,November,12,1989-11-12
1989-11-19,1989,November,19,1989-11-19
1989-11-26,1989,November,26,1989-11-26
1989-12-03,1989,December,3,1989-12-01
1989-12-10,1989,December,10,1989-12-10
1989-12-17,1989,December,17,1989-12-17
1989-12-24,1989,December,24,1989-12-24
1989-12-31,1989,December,31,1989-12-31
1990-01-07,1990,January,7,1990-01-01
1990-01-14,1990,January,14,1990-01-14
1990-01-21,1990,January,21,1990-01-21
1990-01-28,1990,January,28,1990-01-28
1990-02-04,1990,February,4,1990-02-01
1990-02-11,1990,February,11,1990-02-11
1990-02-18,1990,February,18,1990-02-18
1990-02-25,1990,February,25,1990-02-25
1990-03-04,1990,March,4,1990-03-01
1990-03-11,1990,March,11,1990-03-11
1990-03-18,1990,March,18,1990-03-18
1990-03-25,1990,March,25,1990-03-25
1990-04-01,1990,April,1,1990-04-01
1990-04-08,1990,April,8,1990-04-08
1990-04-15,1990,April,15,1990-04-15
1990-04-22,1990,April,22,1990-04-22
1990-04-29,1990,April,29,1990-04-29
1990-05-06,1990,May,6,1990-05-01
1990-05-13,1990,May,13,1990-05-13
1990-05-20,1990,May,20,1990-05-20
1990-05-27,1990,May,27,1990-05-27
1990-06-03,1990,June,3,1990-06-01
1990-06-10,1990,June,10,1990-06-10
1990-06-17,1990,June,17,1990-06-17
1990-06-24,1990,June,24,1990-06-24
1990-07-01,1990,July,1,1990-07-01
1990-07-08,1990,July,8,1990-07-08
1990-07-15,1990,July,15,1990-07-15
1990-07-22,1990,July,22,1990-07-22
1990-07-29,1990,July,29,1990-07-29
1990-08-05,1990,August,5,1990-08-01
1990-08-12,1990,August,12,1990-08-12
1990-08-19,1990,August,19,1990-08-19
1990-08-26,1990,August,26,1990-08-26
1990-09-02,1990,September,2,1990-09-01
1990-09-09,1990,September,9,1990-09-09
1990-09-16,1990,September,16,1990-09-16
1990-09-23,1990,September,23,1990-09-23
1990-09-30,1990,September,30,1990-09-30
1990-10-07,1990,October,7,1990-10-01
1990-10-14,1990,October,14,1990-10-14
1990-10-21,1990,October,21,1990-10-21
1990-10-28,1990,October,28,1990-10-28
1990-11-04,1990,November,4,1990-11-01
1990-11-11,1990,November,11,1990-11-11
1990-11-18,1990,November,18,1990-11-18
1990-11-25,1990,November,25,1990-11-25
1990-12-02,1990,December,2,1990-12-01
1990-12-09,1990,December,9,1990-12-09
1990-12-16,1990,December,16,1990-12-16
1990-12-23,1990,December,23,1990-12-23
1990-12-30,1990,December,30,1990-12-30
1991-01-06,1991,January,6,1991-01-01
1991-01-13,1991,January,13,1991-01-13
1991-01-20,1991,January,20,1991-01-20
1991-01-27,1991,January,27,1991-01-27
1991-02-03,1991,February,3,1991-02-01
1991-02-10,1991,February,10,1991-02-10
1991-02-17,1991,February,17,1991-02-17
1991-02-24,1991,February,24,1991-02-24
1991-03-03,1991,March,3,1991-03-01
1991-03-10,1991,March,10,1991-03-10
1991-03-17,1991,March,17,1991-03-17
1991-03-24,1991,March,24,1991-03-24
1991-03-31,1991,March,31,1991-03-31
1991-04-07,1991,April,7,1991-04-01
1991-04-14,1991,April,14,1991-04-14
1991-04-21,1991,April,21,1991-04-21
1991-04-28,1991,April,28,1991-04-28
1991-05-05,1991,May,5,1991-05-01
1991-05-12,1991,May,12,1991-05-12
1991-05-19,1991,May,19,1991-05-19
1991-05-26,1991,May,26,1991-05-26
1991-06-02,1991,June,2,1991-06-01
1991-06-09,1991,June,9,1991-06-09
1991-06-16,1991,June,16,1991-06-16
1991-06-23,1991,June,23,1991-06-23
1991-06-30,1991,June,30,1991-06-30
1991-07-07,1991,July,7,1991-07-01
1991-07-14,1991,July,14,1991-07-14
1991-07-21,1991,July,21,1991-07-21
1991-07-28,1991,July,28,1991-07-28
1991-08-04,1991,August,4,1991-08-01
1991-08-11,1991,August,11,1991-08-11
1991-08-18,1991,August,18,1991-08-18
1991-08-25,1991,August,25,1991-08-25
1991-09-01,1991,September,1,1991-09-01
1991-09-08,1991,September,8,1991-09-08
1991-09-15,1991,September,15,1991-09-15
1991-09-22,1991,September,22,1991-09-22
1991-09-29,1991,September,29,1991-09-29
1991-10-06,1991,October,6,1991-10-01
1991-10-13,1991,October,13,1991-10-13
1991-10-20,1991,October,20,1991-10-20
1991-10-27,1991,October,27,1991-10-27
1991-11-03,1991,November,3,1991-11-01
1991-11-10,1991,November,10,1991-11-10
1991-11-17,1991,November,17,1991-11-17
1991-11-24,1991,November,24,1991-11-24
1991-12-01,1991,December,1,1991-12-01
1991-12-08,1991,December,8,1991-12-08
1991-12-15,1991,December,15,1991-12-15
1991-12-22,1991,December,22,1991-12-22
1991-12-29,1991,December,29,1991-12-29
1992-01-05,1992,January,5,1992-01-01
1992-01-12,1992,January,12,1992-01-12
1992-01-19,1992,January,19,1992-01-19
1992-01-26,1992,January,26,1992-01-26
1992-02-02,1992,February,2,1992-02-01
1992-02-09,1992,February,9,1992-02-09
1992-02-16,1992,February,16,1992-02-16
1992-02-23,1992,February,23,1992-02-23
1992-03-01,1992,March,1,1992-03-01
1992-03-08,1992,March,8,1992-03-08
1992-03-15,1992,March,15,1992-03-15
1992-03-22,1992,March,22,1992-03-22
1992-03-29,1992,March,29,1992-03-29
1992-04-05,1992,April,5,1992-04-01
1992-04-12,1992,April,12,1992-04-12
1992-04-19,1992,April,19,1992-04-19
1992-04-26,1992,April,26,1992-04-26
1992-05-03,1992,May,3,1992-05-01
1992-05-10,1992,May,10,1992-05-10
1992-05-17,1992,May,17,1992-05-17
1992-05-24,1992,May,24,1992-05-24
1992-05-31,1992,May,31,1992-05-31
1992-06-07,1992,June,7,1992-06-01
1992-06-14,1992,June,14,1992-06-14
1992-06-21,1992,June,21,1992-06-21
1992-06-28,1992,June,28,1992-06-28
1992-07-05,1992,July,5,1992-07-01
1992-07-12,1992,July,12,1992-07-12
1992-07-19,1992,July,19,1992-07-19
1992-07-26,1992,July,26,1992-07-26
1992-08-02,1992,August,2,1992-08-01
1992-08-09,1992,August,9,1992-08-09
1992-08-16,1992,August,16,1992-08-16
1992-08-23,1992,August,23,1992-08-23
1992-08-30,1992,August,30,1992-08-30
1992-09-06,1992,September,6,1992-09-01
1992-09-13,1992,September,13,1992-09-13
1992-09-20,1992,September,20,1992-09-20
1992-09-27,1992,September,27,1992-09-27
1992-10-04,1992,October,4,1992-10-01
1992-10-11,1992,October,11,1992-10-11
1992-10-18,1992,October,18,1992-10-18
1992-10-25,1992,October,25,1992-10-25
1992-11-01,1992,November,1,1992-11-01
1992-11-08,1992,November,8,1992-11-08
1992-11-15,1992,November,15,1992-11-15
1992-11-22,1992,November,22,1992-11-22
1992-11-29,1992,November,29,1992-11-29
1992-12-06,1992,December,6,1992-12-01
1992-12-13,1992,December,13,1992-12-13
1992-12-20,1992,December,20,1992-12-20
1992-12-27,1992,December,27,1992-12-27
1993-01-03,1993,January,3,1993-01-01
1993-01-10,1993,January,10,1993-01-10
1993-01-17,1993,January,17,1993-01-17
1993-01-24,1993,January,24,1993-01-24
1993-01-31,1993,January,31,1993-01-31
1993-02-07,1993,February,7,1993-02-01
1993-02-14,1993,February,14,1993-02-14
1993-02-21,1993,February,21,1993-02-21
1993-02-28,1993,February,28,1993-02-28
1993-03-07,1993,March,7,1993-03-01
1993-03-14,1993,March,14,1993-03-14
1993-03-21,1993,March,21,1993-03-21
1993-03-28,1993,March,28,1993-03-28
1993-04-04,1993,April,4,1993-04-01
1993-04-11,1993,April,11,1993-04-11
1993-04-18,1993,April,18,1993-04-18
1993-04-25,1993,April,25,1993-04-25
1993-05-02,1993,May,2,1993-05-01
1993-05-09,1993,May,9,1993-05-09
1993-05-16,1993,May,16,1993-05-16
1993-05-23,1993,May,23,1993-05-23
1993-05-30,1993,May,30,1993-05-30
1993-06-06,1993,June,6,1993-06-01
1993-06-13,1993,June,13,1993-06-13
1993-06-20,1993,June,20,1993-06-20
1993-06-27,1993,June,27,1993-06-27
1993-07-04,1993,July,4,1993-07-01
1993-07-11,1993,July,11,1993-07-11
1993-07-18,1993,July,18,1993-07-18
1993-07-25,1993,July,25,1993-07-25
1993-08-01,1993,August,1,1993-08-01
1993-08-08,1993,August,8,1993-08-08
1993-08-15,1993,August,15,1993-08-15
1993-08-22,1993,August,22,1993-08-22
1993-08-29,1993,August,29,1993-08-29
1993-09-05,1993,September,5,1993-09-01
1993-09-12,1993,September,12,1993-09-12
1993-09-19,1993,September,19,1993-09-19
1993-09-26,1993,September,26,1993-09-26
1993-10-03,1993,October,3,1993-10-01
1993-10-10,1993,October,10,1993-10-10
1993-10-17,1993,October,17,1993-10-17
1993-10-24,1993,October,24,1993-10-24
1993-10-31,1993,October,31,1993-10-31
1993-11-07,1993,November,7,1993-11-01
1993-11-14,1993,November,14,1993-11-14
1993-11-21,1993,November,21,1993-11-21
1993-11-28,1993,November,28,1993-11-28
1993-12-05,1993,December,5,1993-12-01
1993-12-12,1993,December,12,1993-12-12
1993-12-19,1993,December,19,1993-12-19
1993-12-26,1993,December,26,1993-12-26
1994-01-02,1994,January,2,1994-01-01
1994-01-09,1994,January,9,1994-01-09
1994-01-16,1994,January,16,1994-01-16
1994-01-23,1994,January,23,1994-01-23
1994-01-30,1994,January,30,1994-01-30
1994-02-06,1994,February,6,1994-02-01
1994-02-13,1994,February,13,1994-02-13
1994-02-20,1994,February,20,1994-02-20
1994-02-27,1994,February,27,1994-02-27
1994-03-06,1994,March,6,1994-03-01
1994-03-13,1994,March,13,1994-03-13
1994-03-20,1994,March,20,1994-03-20
1994-03-27,1994,March,27,1994-03-27
1994-04-03,1994,April,3,1994-04-01
1994-04-10,1994,April,10,1994-04-10
1994-04-17,1994,April,17,1994-04-17
1994-04-24,1994,April,24,1994-04-24
1994-05-01,1994,May,1,1994-05-01
1994-05-08,1994,May,8,1994-05-08
1994-05-15,1994,May,15,1994-05-15
1994-05-22,1994,May,22,1994-05-22
1994-05-29,1994,May,29,1994-05-29
1994-06-05,1994,June,5,1994-06-01
1994-06-12,1994,June,12,1994-06-12
1994-06-19,1994,June,19,1994-06-19
1994-06-26,1994,June,26,1994-06-26
1994-07-03,1994,July,3,1994-07-01
1994-07-10,1994,July,10,1994-07-10
1994-07-17,1994,July,17,1994-07-17
1994-07-24,1994,July,24,1994-07-24
1994-07-31,1994,July,31,1994-07-31
1994-08-07,1994,August,7,1994-08-01
1994-08-14,1994,August,14,1994-08-14
1994-08-21,1994,August,21,1994-08-21
1994-08-28,1994,August,28,1994-08-28
1994-09-04,1994,September,4,1994-09-01
1994-09-11,1994,September,11,1994-09-11
1994-09-18,1994,September,18,1994-09-18
1994-09-25,1994,September,25,1994-09-25
1994-10-02,1994,October,2,1994-10-01
1994-10-09,1994,October,9,1994-10-09
1994-10-16,1994,October,16,1994-10-16
1994-10-23,1994,October,23,1994-10-23
1994-10-30,1994,October,30,1994-10-30
1994-11-06,1994,November,6,1994-11-01
1994-11-13,1994,November,13,1994-11-13
1994-11-20,1994,November,20,1994-11-20
1994-11-27,1994,November,27,1994-11-27
1994-12-04,1994,December,4,1994-12-01
1994-12-11,1994,December,11,1994-12-11
1994-12-18,1994,December,18,1994-12-18
1994-12-25,1994,December,25,1994-12-25
1995-01-01,1995,January,1,1995-01-01
1995-01-08,1995,January,8,1995-01-08
1995-01-15,1995,January,15,1995-01-15
1995-01-22,1995,January,22,1995-01-22
1995-01-29,1995,January,29,1995-01-29
1995-02-05,1995,February,5,1995-02-01
1995-02-12,1995,February,12,1995-02-12
1995-02-19,1995,February,19,1995-02-19
1995-02-26,1995,February,26,1995-02-26
1995-03-05,1995,March,5,1995-03-01
1995-03-12,1995,March,12,1995-03-12
1995-03-19,1995,March,19,1995-03-19
1995-03-26,1995,March,26,1995-03-26
1995-04-02,1995,April,2,1995-04-01
1995-04-09,1995,April,9,1995-04-09
1995-04-16,1995,April,16,1995-04-16
1995-04-23,1995,April,23,1995-04-23
1995-04-30,1995,April,30,1995-04-30
1995-05-07,1995,May,7,1995-05-01
1995-05-14,1995,May,14,1995-05-14
1995-05-21,1995,May,21,1995-05-21
1995-05-28,1995,May,28,1995-05-28
1995-06-04,1995,June,4,1995-06-01
1995-06-11,1995,June,11,1995-06-11
1995-06-18,1995,June,18,1995-06-18
1995-06-25,1995,June,25,1995-06-25
1995-07-02,1995,July,2,1995-07-01
1995-07-09,1995,July,9,1995-07-09
1995-07-16,1995,July,16,1995-07-16
1995-07-23,1995,July,23,1995-07-23
1995-07-30,1995,July,30,1995-07-30
1995-08-06,1995,August,6,1995-08-01
1995-08-13,1995,August,13,1995-08-13
1995-08-20,1995,August,20,1995-08-20
1995-08-27,1995,August,27,1995-08-27
1995-09-03,1995,September,3,1995-09-01
1995-09-10,1995,September,10,1995-09-10
1995-09-17,1995,September,17,1995-09-17
1995-09-24,1995,September,24,1995-09-24
1995-10-01,1995,October,1,1995-10-01
1995-10-08,1995,October,8,1995-10-08
1995-10-15,1995,October,15,1995-10-15
1995-10-22,1995,October,22,1995-10-22
1995-10-29,1995,October,29,1995-10-29
1995-11-05,1995,November,5,1995-11-01
1995-11-12,1995,November,12,1995-11-12
1995-11-19,1995,November,19,1995-11-19
1995-11-26,1995,November,26,1995-11-26
1995-12-03,1995,December,3,1995-12-01
1995-12-10,1995,December,10,1995-12-10
1995-12-17,1995,December,17,1995-12-17
1995-12-24,1995,December,24,1995-12-24
1995-12-31,1995,December,31,1995-12-31
1996-01-07,1996,January,7,1996-01-01
1996-01-14,1996,January,14,1996-01-14
1996-01-21,1996,January,21,1996-01-21
1996-01-28,1996,January,28,1996-01-28
1996-02-04,1996,February,4,1996-02-01
1996-02-11,1996,February,11,1996-02-11
1996-02-18,1996,February,18,1996-02-18
1996-02-25,1996,February,25,1996-02-25
1996-03-03,1996,March,3,1996-03-01
1996-03-10,1996,March,10,1996-03-10
1996-03-17,1996,March,17,1996-03-17
1996-03-24,1996,March,24,1996-03-24
1996-03-31,1996,March,31,1996-03-31
1996-04-07,1996,April,7,1996-04-01
1996-04-14,1996,April,14,1996-04-14
1996-04-21,1996,April,21,1996-04-21
1996-04-28,1996,April,28,1996-04-28
1996-05-05,1996,May,5,1996-05-01
1996-05-12,1996,May,12,1996-05-12
1996-05-19,1996,May,19,1996-05-19
1996-05-26,1996,May,26,1996-05-26
1996-06-02,1996,June,2,1996-06-01
1996-06-09,1996,June,9,1996-06-09
1996-06-16,1996,June,16,1996-06-16
1996-06-23,1996,June,23,1996-06-23
1996-06-30,1996,June,30,1996-06-30
1996-07-07,1996,July,7,1996-07-01
1996-07-14,1996,July,14,1996-07-14
1996-07-21,1996,July,21,1996-07-21
1996-07-28,1996,July,28,1996-07-28
1996-08-04,1996,August,4,1996-08-01
1996-08-11,1996,August,11,1996-08-11
1996-08-18,1996,August,18,1996-08-18
1996-08-25,1996,August,25,1996-08-25
1996-09-01,1996,September,1,1996-09-01
1996-09-08,1996,September,8,1996-09-08
1996-09-15,1996,September,15,1996-09-15
1996-09-22,1996,September,22,1996-09-22
1996-09-29,1996,September,29,1996-09-29
1996-10-06,1996,October,6,1996-10-01
1996-10-13,1996,October,13,1996-10-13
1996-10-20,1996,October,20,1996-10-20
1996-10-27,1996,October,27,1996-10-27
1996-11-03,1996,November,3,1996-11-01
1996-11-10,1996,November,10,1996-11-10
1996-11-17,1996,November,17,1996-11-17
1996-11-24,1996,November,24,1996-11-24
1996-12-01,1996,December,1,1996-12-01
1996-12-08,1996,December,8,1996-12-08
1996-12-15,1996,December,15,1996-12-15
1996-12-22,1996,December,22,1996-12-22
1996-12-29,1996,December,29,1996-12-29
1997-01-05,1997,January,5,1997-01-01
1997-01-12,1997,January,12,1997-01-12
1997-01-19,1997,January,19,1997-01-19
1997-01-26,1997,January,26,1997-01-26
1997-02-02,1997,February,2,1997-02-01
1997-02-09,1997,February,9,1997-02-09
1997-02-16,1997,February,16,1997-02-16
1997-02-23,1997,February,23,1997-02-23
1997-03-02,1997,March,2,1997-03-01
1997-03-09,1997,March,9,1997-03-09
1997-03-16,1997,March,16,1997-03-16
1997-03-23,1997,March,23,1997-03-23
1997-03-30,1997,March,30,1997-03-30
1997-04-06,1997,April,6,1997-04-01
1997-04-13,1997,April,13,1997-04-13
1997-04-20,1997,April,20,1997-04-20
1997-04-27,1997,April,27,1997-04-27
1997-05-04,1997,May,4,1997-05-01
1997-05-11,1997,May,11,1997-05-11
1997-05-18,1997,May,18,1997-05-18
1997-05-25,1997,May,25,1997-05-25
1997-06-01,1997,June,1,1997-06-01
1997-06-08,1997,June,8,1997-06-08
1997-06-15,1997,June,15,1997-06-15
1997-06-22,1997,June,22,1997-06-22
1997-06-29,1997,June,29,1997-06-29
1997-07-06,1997,July,6,1997-07-01
1997-07-13,1997,July,13,1997-07-13
1997-07-20,1997,July,20,1997-07-20
1997-07-27,1997,July,27,1997-07-27
1997-08-03,1997,August,3,1997-08-01
1997-08-10,1997,August,10,1997-08-10
1997-08-17,1997,August,17,1997-08-17
1997-08-24,1997,August,24,1997-08-24
1997-08-31,1997,August,31,1997-08-31
1997-09-07,1997,September,7,1997-09-01
1997-09-14,1997,September,14,1997-09-14
1997-09-21,1997,September,21,1997-09-21
1997-09-28,1997,September,28,1997-09-28
1997-10-05,1997,October,5,1997-10-01
1997-10-12,1997,October,12,1997-10-12
1997-10-19,1997,October,19,1997-10-19
1997-10-26,1997,October,26,1997-10-26
1997-11-02,1997,November,2,1997-11-01
1997-11-09,1997,November,9,1997-11-09
1997-11-16,1997,November,16,1997-11-16
1997-11-23,1997,November,23,1997-11-23
1997-11-30,1997,November,30,1997-11-30
1997-12-07,1997,December,7,1997-12-01
1997-12-14,1997,December,14,1997-12-14
1997-12-21,1997,December,21,1997-12-21
1997-12-28,1997,December,28,1997-12-28
1998-01-04,1998,January,4,1998-01-01
1998-01-11,1998,January,11,1998-01-11
1998-01-18,1998,January,18,1998-01-18
1998-01-25,1998,January,25,1998-01-25
1998-02-01,1998,February,1,1998-02-01
1998-02-08,1998,February,8,1998-02-08
1998-02-15,1998,February,15,1998-02-15
1998-02-22,1998,February,22,1998-02-22
1998-03-01,1998,March,1,1998-03-01
1998-03-08,1998,March,8,1998-03-08
1998-03-15,1998,March,15,1998-03-15
1998-03-22,1998,March,22,1998-03-22
1998-03-29,1998,March,29,1998-03-29
1998-04-05,1998,April,5,1998-04-01
1998-04-12,1998,April,12,1998-04-12
1998-04-19,1998,April,19,1998-04-19
1998-04-26,1998,April,26,1998-04-26
1998-05-03,1998,May,3,1998-05-01
1998-05-10,1998,May,10,1998-05-10
1998-05-17,1998,May,17,1998-05-17
1998-05-24,1998,May,24,1998-05-24
1998-05-31,1998,May,31,1998-05-31
1998-06-07,1998,June,7,1998-06-01
1998-06-14,1998,June,14,1998-06-14
1998-06-21,1998,June,21,1998-06-21
1998-06-28,1998,June,28,1998-06-28
1998-07-05,1998,July,5,1998-07-01
1998-07-12,1998,July,12,1998-07-12
1998-07-19,1998,July,19,1998-07-19
1998-07-26,1998,July,26,1998-07-26
1998-08-02,1998,August,2,1998-08-01
1998-08-09,1998,August,9,1998-08-09
1998-08-16,1998,August,16,1998-08-16
1998-08-23,1998,August,23,1998-08-23
1998-08-30,1998,August,30,1998-08-30
1998-09-06,1998,September,6,1998-09-01
1998-09-13,1998,September,13,1998-09-13
1998-09-20,1998,September,20,1998-09-20
1998-09-27,1998,September,27,1998-09-27
1998-10-04,1998,October,4,1998-10-01
1998-10-11,1998,October,11,1998-10-11
1998-10-18,1998,October,18,1998-10-18
1998-10-25,1998,October,25,1998-10-25
1998-11-01,1998,November,1,1998-11-01
1998-11-08,1998,November,8,1998-11-08
1998-11-15,1998,November,15,1998-11-15
1998-11-22,1998,November,22,1998-11-22
1998-11-29,1998,November,29,1998-11-29
1998-12-06,1998,December,6,1998-12-01
1998-12-13,1998,December,13,1998-12-13
1998-12-20,1998,December,20,1998-12-20
1998-12-27,1998,December,27,1998-12-27
1999-01-03,1999,January,3,1999-01-01
1999-01-10,1999,January,10,1999-01-10
1999-01-17,1999,January,17,1999-01-17
1999-01-24,1999,January,24,1999-01-24
1999-01-31,1999,January,31,1999-01-31
1999-02-07,1999,February,7,1999-02-01
1999-02-14,1999,February,14,1999-02-14
1999-02-21,1999,February,21,1999-02-21
1999-02-28,1999,February,28,1999-02-28
1999-03-07,1999,March,7,1999-03-01
1999-03-14,1999,March,14,1999-03-14
1999-03-21,1999,March,21,1999-03-21
1999-03-28,1999,March,28,1999-03-28
1999-04-04,1999,April,4,1999-04-01
1999-04-11,1999,April,11,1999-04-11
1999-04-18,1999,April,18,1999-04-18
1999-04-25,1999,April,25,1999-04-25
1999-05-02,1999,May,2,1999-05-01
1999-05-09,1999,May,9,1999-05-09
1999-05-16,1999,May,16,1999-05-16
1999-05-23,1999,May,23,1999-05-23
1999-05-30,1999,May,30,1999-05-30
1999-06-06,1999,June,6,1999-06-01
1999-06-13,1999,June,13,1999-06-13
1999-06-20,1999,June,20,1999-06-20
1999-06-27,1999,June,27,1999-06-27
1999-07-04,1999,July,4,1999-07-01
1999-07-11,1999,July,11,1999-07-11
1999-07-18,1999,July,18,1999-07-18
1999-07-25,1999,July,25,1999-07-25
1999-08-01,1999,August,1,1999-08-01
1999-08-08,1999,August,8,1999-08-08
1999-08-15,1999,August,15,1999-08-15
1999-08-22,1999,August,22,1999-08-22
1999-08-29,1999,August,29,1999-08-29
1999-09-05,1999,September,5,1999-09-01
1999-09-12,1999,September,12,1999-09-12
1999-09-19,1999,September,19,1999-09-19
